ablation,candidate_id,fingerprint,fold,model,parameters,selected_best,train_seconds,validation_balanced_accuracy,validation_macro_f1
facial_only,b785e498e470,22557198bb82e52567d7d8b5c27dbb58d1f51966b9e15e7c5eee66736912ed1e,1,svm,"{""C"": 0.1, ""class_weight"": ""balanced"", ""kernel"": ""linear""}",False,0.3230909999983851,0.6346640855187864,0.4113010781196437
facial_only,34c97e51572e,22557198bb82e52567d7d8b5c27dbb58d1f51966b9e15e7c5eee66736912ed1e,1,svm,"{""C"": 1.0, ""class_weight"": ""balanced"", ""kernel"": ""linear""}",False,0.44449600000007194,0.6497978912508827,0.41874890341973076
facial_only,c8da45025ca6,22557198bb82e52567d7d8b5c27dbb58d1f51966b9e15e7c5eee66736912ed1e,1,svm,"{""C"": 10.0, ""class_weight"": ""balanced"", ""kernel"": ""linear""}",True,1.9350732000002608,0.6541566221053401,0.42164633051846434
facial_only,3f2d5a9c37df,22557198bb82e52567d7d8b5c27dbb58d1f51966b9e15e7c5eee66736912ed1e,1,svm,"{""C"": 0.1, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",False,0.5680717999985063,0.5456449217132978,0.3984699659360524
facial_only,a8f39ccb1454,22557198bb82e52567d7d8b5c27dbb58d1f51966b9e15e7c5eee66736912ed1e,1,svm,"{""C"": 0.1, ""class_weight"": ""balanced"", ""gamma"": 0.1, ""kernel"": ""rbf""}",False,0.5664729000000079,0.5456449217132978,0.3984699659360524
facial_only,9384a3bb8ca8,22557198bb82e52567d7d8b5c27dbb58d1f51966b9e15e7c5eee66736912ed1e,1,svm,"{""C"": 1.0, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",False,0.4288906000001589,0.5818418681666545,0.4201193350131949
facial_only,4f4f2e972d2b,22557198bb82e52567d7d8b5c27dbb58d1f51966b9e15e7c5eee66736912ed1e,1,svm,"{""C"": 1.0, ""class_weight"": ""balanced"", ""gamma"": 0.1, ""kernel"": ""rbf""}",False,0.46552540000084264,0.5818418681666545,0.4201193350131949
facial_only,47b8cdda5535,22557198bb82e52567d7d8b5c27dbb58d1f51966b9e15e7c5eee66736912ed1e,1,svm,"{""C"": 10.0, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",False,0.3660101000004943,0.40797964302237805,0.3997698656611231
facial_only,8b5eb616ca11,22557198bb82e52567d7d8b5c27dbb58d1f51966b9e15e7c5eee66736912ed1e,1,svm,"{""C"": 10.0, ""class_weight"": ""balanced"", ""gamma"": 0.1, ""kernel"": ""rbf""}",False,0.38298240000040096,0.40797964302237805,0.3997698656611231
facial_only,1f3f5b7a1f13,22557198bb82e52567d7d8b5c27dbb58d1f51966b9e15e7c5eee66736912ed1e,1,random_forest,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1}",False,0.8214815000010276,0.40677429566318457,0.41938304722351544
facial_only,cfdf5414a6fe,22557198bb82e52567d7d8b5c27dbb58d1f51966b9e15e7c5eee66736912ed1e,1,random_forest,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.8, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1}",False,0.9887472000009438,0.4150899749190347,0.4268199493055791
facial_only,8fb923e5d748,22557198bb82e52567d7d8b5c27dbb58d1f51966b9e15e7c5eee66736912ed1e,1,random_forest,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 200, ""n_jobs"": -1}",False,0.828737199999523,0.4281052913531546,0.4330665841270251
